person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_income_clipped,income_loan_ratio,income_emp_length_ratio,loan_credit_hist_ratio
27,56000,OWN,7.0,VENTURE,C,1000,14.65,0,0.02,N,8,56000.0,56.0,8000.0,125.0
27,120000,RENT,0.0,DEBTCONSOLIDATION,A,7200,7.29,0,0.06,N,10,120000.0,16.666666666666668,inf,720.0
29,125004,RENT,3.0,MEDICAL,B,7200,9.99,0,0.06,N,6,125004.0,17.361666666666668,41668.0,1200.0
33,56000,MORTGAGE,13.0,MEDICAL,A,12000,6.62,0,0.21,N,6,56000.0,4.666666666666667,4307.692307692308,2000.0
29,28800,RENT,2.0,EDUCATION,A,7225,6.92,0,0.25,N,7,28800.0,3.986159169550173,14400.0,1032.142857142857
30,20800,RENT,0.0,MEDICAL,A,7250,8.0,1,0.35,N,10,20800.0,2.8689655172413793,inf,725.0
29,56000,OWN,5.0,EDUCATION,A,9200,6.03,0,0.16,N,9,56000.0,6.086956521739131,11200.0,1022.2222222222222
28,39750,RENT,5.0,EDUCATION,A,7250,8.49,0,0.18,N,8,39750.0,5.482758620689655,7950.0,906.25
35,105000,RENT,11.0,VENTURE,C,7250,,0,0.07,Y,5,105000.0,14.482758620689655,9545.454545454546,1450.0
29,35000,RENT,6.0,MEDICAL,B,7300,11.71,0,0.21,N,9,35000.0,4.794520547945205,5833.333333333333,811.1111111111111
29,56000,MORTGAGE,8.0,MEDICAL,B,6000,10.99,0,0.11,N,9,56000.0,9.333333333333334,7000.0,666.6666666666666
28,56000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,15000,7.49,0,0.27,N,9,56000.0,3.7333333333333334,14000.0,1666.6666666666667
31,56000,OWN,6.0,VENTURE,A,11500,,0,0.21,N,9,56000.0,4.869565217391305,9333.333333333334,1277.7777777777778
27,50000,RENT,5.0,MEDICAL,A,7300,7.29,0,0.15,N,9,50000.0,6.8493150684931505,10000.0,811.1111111111111
33,50000,MORTGAGE,14.0,DEBTCONSOLIDATION,D,10000,16.89,1,0.2,N,7,50000.0,5.0,3571.4285714285716,1428.5714285714287
30,115000,RENT,7.0,DEBTCONSOLIDATION,B,7300,10.25,0,0.06,N,9,115000.0,15.753424657534246,16428.571428571428,811.1111111111111
28,44995,RENT,2.0,EDUCATION,A,7350,7.49,0,0.16,N,10,44995.0,6.121768707482993,22497.5,735.0
27,56000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,10050,9.63,0,0.18,N,8,56000.0,5.5721393034825875,14000.0,1256.25
32,31000,RENT,2.0,HOMEIMPROVEMENT,D,7400,16.77,1,0.24,Y,9,31000.0,4.1891891891891895,15500.0,822.2222222222222
35,56000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,,0,0.21,N,8,56000.0,4.666666666666667,14000.0,1500.0
33,69000,RENT,8.0,HOMEIMPROVEMENT,B,7400,9.76,0,0.11,N,5,69000.0,9.324324324324325,8625.0,1480.0
31,56000,MORTGAGE,3.0,MEDICAL,A,12000,6.54,0,0.21,N,5,56000.0,4.666666666666667,18666.666666666668,2400.0
32,56000,MORTGAGE,13.0,EDUCATION,B,3000,8.88,0,0.05,N,9,56000.0,18.666666666666668,4307.692307692308,333.3333333333333
28,140000,RENT,0.0,DEBTCONSOLIDATION,A,7400,6.03,0,0.05,N,9,140000.0,18.91891891891892,inf,822.2222222222222
28,56000,OWN,10.0,HOMEIMPROVEMENT,C,12000,14.72,0,0.21,Y,7,56000.0,4.666666666666667,5600.0,1714.2857142857142
29,55000,RENT,6.0,HOMEIMPROVEMENT,D,7450,15.62,0,0.14,N,8,55000.0,7.382550335570469,9166.666666666666,931.25
27,62900,RENT,9.0,MEDICAL,D,7450,15.99,1,0.1,N,10,62900.0,8.442953020134228,6988.888888888889,745.0
27,50000,MORTGAGE,8.0,MEDICAL,D,8400,,1,0.17,N,7,50000.0,5.9523809523809526,6250.0,1200.0
29,56000,MORTGAGE,0.0,VENTURE,C,6000,13.23,0,0.11,Y,7,56000.0,9.333333333333334,inf,857.1428571428571
34,56000,OWN,0.0,MEDICAL,B,5600,11.86,0,0.1,N,7,56000.0,10.0,inf,800.0
28,20000,RENT,0.0,MEDICAL,B,7500,9.76,1,0.38,N,9,20000.0,2.6666666666666665,inf,833.3333333333334
33,56000,MORTGAGE,2.0,PERSONAL,A,11500,7.14,0,0.21,N,10,56000.0,4.869565217391305,28000.0,1150.0
32,56000,MORTGAGE,5.0,PERSONAL,A,10000,7.14,0,0.18,N,8,56000.0,5.6,11200.0,1250.0
29,56000,MORTGAGE,8.0,VENTURE,A,13000,7.88,0,0.23,N,5,56000.0,4.3076923076923075,7000.0,2600.0
30,21996,RENT,4.0,MEDICAL,B,7500,10.37,1,0.34,N,9,21996.0,2.9328,5499.0,833.3333333333334
31,56000,MORTGAGE,4.0,EDUCATION,A,8000,8.59,0,0.14,N,5,56000.0,7.0,14000.0,1600.0
30,56000,MORTGAGE,1.0,MEDICAL,B,14000,12.18,0,0.25,N,7,56000.0,4.0,56000.0,2000.0
29,25400,RENT,1.0,EDUCATION,D,7500,14.59,1,0.3,Y,5,25400.0,3.3866666666666667,25400.0,1500.0
29,56000,MORTGAGE,4.0,EDUCATION,D,18000,14.61,0,0.32,Y,9,56000.0,3.111111111111111,14000.0,2000.0
28,56000,MORTGAGE,9.0,VENTURE,D,4800,14.61,0,0.09,Y,6,56000.0,11.666666666666666,6222.222222222223,800.0
27,27000,RENT,2.0,MEDICAL,B,7500,12.69,0,0.28,N,10,27000.0,3.6,13500.0,750.0
29,27600,RENT,2.0,EDUCATION,A,7500,6.62,0,0.27,N,9,27600.0,3.68,13800.0,833.3333333333334
27,30000,RENT,5.0,EDUCATION,D,7500,14.84,0,0.25,N,7,30000.0,4.0,6000.0,1071.4285714285713
33,30000,RENT,14.0,EDUCATION,B,7500,11.86,1,0.25,N,5,30000.0,4.0,2142.8571428571427,1500.0
35,56000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,15000,11.26,0,0.27,N,10,56000.0,3.7333333333333334,56000.0,1500.0
31,31000,RENT,5.0,PERSONAL,A,7500,7.49,0,0.24,N,9,31000.0,4.133333333333334,6200.0,833.3333333333334
30,56000,MORTGAGE,5.0,EDUCATION,B,1500,,0,0.03,N,7,56000.0,37.333333333333336,11200.0,214.28571428571428
30,32004,RENT,0.0,DEBTCONSOLIDATION,C,7500,13.47,0,0.23,Y,10,32004.0,4.2672,inf,750.0
30,56004,MORTGAGE,9.0,HOMEIMPROVEMENT,A,9600,5.99,0,0.17,N,6,56004.0,5.83375,6222.666666666667,1600.0
27,33000,RENT,2.0,MEDICAL,D,7500,15.65,1,0.23,Y,7,33000.0,4.4,16500.0,1071.4285714285713
33,33000,RENT,0.0,PERSONAL,C,7500,11.34,0,0.23,N,9,33000.0,4.4,inf,833.3333333333334
29,34000,RENT,4.0,MEDICAL,A,7500,,0,0.22,N,10,34000.0,4.533333333333333,8500.0,750.0
31,34000,RENT,0.0,MEDICAL,A,7500,8.94,0,0.22,N,8,34000.0,4.533333333333333,inf,937.5
28,34200,RENT,8.0,PERSONAL,A,7500,8.94,0,0.22,N,7,34200.0,4.56,4275.0,1071.4285714285713
27,56004,MORTGAGE,5.0,HOMEIMPROVEMENT,A,5000,7.74,0,0.09,N,7,56004.0,11.2008,11200.8,714.2857142857143
27,56004,MORTGAGE,4.0,PERSONAL,A,3100,9.32,0,0.06,N,7,56004.0,18.065806451612904,14001.0,442.85714285714283
30,56030,MORTGAGE,14.0,PERSONAL,B,13000,11.89,0,0.23,N,7,56030.0,4.31,4002.1428571428573,1857.142857142857
29,56033,MORTGAGE,7.0,VENTURE,C,16000,14.65,0,0.29,N,6,56033.0,3.5020625,8004.714285714285,2666.6666666666665
33,56100,OWN,13.0,HOMEIMPROVEMENT,A,16000,6.03,0,0.29,N,8,56100.0,3.50625,4315.384615384615,2000.0
30,35004,RENT,0.0,MEDICAL,A,7500,8.63,0,0.21,N,5,35004.0,4.6672,inf,1500.0
35,35300,RENT,0.0,EDUCATION,C,7500,12.29,0,0.21,Y,7,35300.0,4.706666666666667,inf,1071.4285714285713
28,56148,MORTGAGE,12.0,DEBTCONSOLIDATION,C,2400,13.99,0,0.04,N,6,56148.0,23.395,4679.0,400.0
27,56244,MORTGAGE,11.0,HOMEIMPROVEMENT,C,12000,14.22,0,0.21,N,8,56244.0,4.687,5113.090909090909,1500.0
32,56256,MORTGAGE,2.0,PERSONAL,A,6500,6.17,0,0.12,N,5,56256.0,8.654769230769231,28128.0,1300.0
35,30000,RENT,1.0,EDUCATION,C,7500,,1,0.25,Y,6,30000.0,4.0,30000.0,1250.0
27,56331,MORTGAGE,7.0,EDUCATION,B,10000,10.36,0,0.18,N,10,56331.0,5.6331,8047.285714285715,1000.0
34,56400,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7000,7.9,0,0.12,N,10,56400.0,8.057142857142857,28200.0,700.0
31,37000,RENT,5.0,PERSONAL,C,7500,15.23,0,0.2,N,6,37000.0,4.933333333333334,7400.0,1250.0
34,56400,OWN,8.0,MEDICAL,A,12100,5.79,0,0.21,N,9,56400.0,4.661157024793388,7050.0,1344.4444444444443
28,31000,RENT,1.0,HOMEIMPROVEMENT,D,7500,15.31,1,0.24,Y,5,31000.0,4.133333333333334,31000.0,1500.0
30,38168,RENT,5.0,PERSONAL,B,7500,9.76,0,0.2,N,6,38168.0,5.089066666666667,7633.6,1250.0
33,38400,RENT,4.0,EDUCATION,C,7500,13.49,0,0.2,N,5,38400.0,5.12,9600.0,1500.0
29,56500,MORTGAGE,13.0,MEDICAL,A,14750,,0,0.26,N,8,56500.0,3.830508474576271,4346.153846153846,1843.75
33,50500,MORTGAGE,2.0,MEDICAL,D,4000,,1,0.08,Y,8,50500.0,12.625,25250.0,500.0
30,40000,RENT,3.0,VENTURE,B,7500,12.69,0,0.19,N,5,40000.0,5.333333333333333,13333.333333333334,1500.0
35,56566,MORTGAGE,3.0,EDUCATION,A,3200,,0,0.06,N,6,56566.0,17.676875,18855.333333333332,533.3333333333334
30,56604,MORTGAGE,3.0,VENTURE,D,3000,17.58,0,0.05,N,9,56604.0,18.868,18868.0,333.3333333333333
30,56628,MORTGAGE,2.0,HOMEIMPROVEMENT,A,12000,8.94,0,0.21,N,10,56628.0,4.719,28314.0,1200.0
31,34000,RENT,2.0,HOMEIMPROVEMENT,D,7500,15.58,1,0.22,N,5,34000.0,4.533333333333333,17000.0,1500.0
28,56700,MORTGAGE,11.0,VENTURE,B,15000,12.12,0,0.26,N,7,56700.0,3.78,5154.545454545455,2142.8571428571427
29,56700,MORTGAGE,9.0,VENTURE,C,10000,,0,0.18,Y,5,56700.0,5.67,6300.0,2000.0
29,56700,OWN,14.0,MEDICAL,B,11000,10.62,0,0.19,N,6,56700.0,5.154545454545454,4050.0,1833.3333333333333
28,40000,RENT,2.0,PERSONAL,B,7500,11.86,0,0.19,N,8,40000.0,5.333333333333333,20000.0,937.5
32,56784,OWN,3.0,PERSONAL,D,12000,14.96,0,0.21,Y,10,56784.0,4.732,18928.0,1200.0
28,50820,MORTGAGE,12.0,PERSONAL,B,10000,10.59,1,0.2,N,8,50820.0,5.082,4235.0,1250.0
28,56864,MORTGAGE,5.0,PERSONAL,A,12300,7.88,0,0.22,N,7,56864.0,4.623089430894309,11372.8,1757.142857142857
29,40000,RENT,7.0,MEDICAL,C,7500,12.73,0,0.19,Y,9,40000.0,5.333333333333333,5714.285714285715,833.3333333333334
32,34000,RENT,0.0,EDUCATION,B,7500,10.01,1,0.22,N,5,34000.0,4.533333333333333,inf,1500.0
30,34000,RENT,1.0,VENTURE,C,7500,,1,0.22,N,6,34000.0,4.533333333333333,34000.0,1250.0
28,40000,RENT,2.0,MEDICAL,C,7500,,0,0.19,N,7,40000.0,5.333333333333333,20000.0,1071.4285714285713
32,40000,RENT,2.0,EDUCATION,A,7500,8.0,0,0.19,N,6,40000.0,5.333333333333333,20000.0,1250.0
28,57000,MORTGAGE,5.0,PERSONAL,A,9500,7.51,0,0.17,N,5,57000.0,6.0,11400.0,1900.0
29,42000,RENT,0.0,EDUCATION,C,7500,12.87,0,0.18,Y,8,42000.0,5.6,inf,937.5
28,36000,RENT,2.0,HOMEIMPROVEMENT,B,7500,10.39,1,0.21,N,9,36000.0,4.8,18000.0,833.3333333333334
27,36000,RENT,0.0,PERSONAL,D,7500,13.55,1,0.21,Y,7,36000.0,4.8,inf,1071.4285714285713
28,57000,MORTGAGE,13.0,PERSONAL,C,9600,15.96,0,0.17,Y,9,57000.0,5.9375,4384.615384615385,1066.6666666666667
33,38604,RENT,0.0,VENTURE,D,7500,,1,0.19,N,5,38604.0,5.1472,inf,1500.0
29,44720,RENT,6.0,EDUCATION,B,7500,,0,0.17,N,5,44720.0,5.962666666666666,7453.333333333333,1500.0
27,57000,OWN,11.0,EDUCATION,A,15000,6.03,0,0.26,N,6,57000.0,3.8,5181.818181818182,2500.0
29,44875,RENT,0.0,MEDICAL,A,7500,8.32,0,0.17,N,8,44875.0,5.983333333333333,inf,937.5
27,45000,RENT,4.0,MEDICAL,C,7500,15.27,0,0.17,N,8,45000.0,6.0,11250.0,937.5
27,57000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,3000,7.51,0,0.05,N,5,57000.0,19.0,5181.818181818182,600.0
35,57000,MORTGAGE,8.0,MEDICAL,A,5500,7.49,0,0.1,N,5,57000.0,10.363636363636363,7125.0,1100.0
27,45000,RENT,0.0,PERSONAL,C,7500,12.73,0,0.17,Y,6,45000.0,6.0,inf,1250.0
28,51000,MORTGAGE,1.0,PERSONAL,A,4775,7.49,1,0.09,N,6,51000.0,10.680628272251308,51000.0,795.8333333333334
34,39000,RENT,0.0,DEBTCONSOLIDATION,B,7500,9.45,1,0.19,N,9,39000.0,5.2,inf,833.3333333333334
29,45756,RENT,7.0,EDUCATION,B,7500,10.0,0,0.16,N,7,45756.0,6.1008,6536.571428571428,1071.4285714285713
27,51000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,10000,6.99,1,0.2,N,5,51000.0,5.1,51000.0,2000.0
27,46000,RENT,4.0,MEDICAL,C,7500,13.49,0,0.16,N,5,46000.0,6.133333333333334,11500.0,1500.0
30,57000,MORTGAGE,1.0,VENTURE,A,4500,7.49,0,0.08,N,10,57000.0,12.666666666666666,57000.0,450.0
30,46800,RENT,0.0,EDUCATION,A,7500,7.88,0,0.16,N,10,46800.0,6.24,inf,750.0
30,48000,RENT,4.0,MEDICAL,A,7500,7.49,0,0.16,N,6,48000.0,6.4,12000.0,1250.0
28,48500,RENT,3.0,VENTURE,D,7500,12.86,0,0.15,N,7,48500.0,6.466666666666667,16166.666666666666,1071.4285714285713
27,42996,RENT,11.0,MEDICAL,C,7500,11.91,1,0.17,N,7,42996.0,5.7328,3908.7272727272725,1071.4285714285713
32,57000,MORTGAGE,11.0,MEDICAL,C,9000,13.35,0,0.16,Y,5,57000.0,6.333333333333333,5181.818181818182,1800.0
33,57000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,13000,7.88,0,0.23,N,5,57000.0,4.384615384615385,14250.0,2600.0
29,57000,MORTGAGE,4.0,MEDICAL,A,2500,6.76,0,0.04,N,7,57000.0,22.8,14250.0,357.14285714285717
30,57000,MORTGAGE,2.0,VENTURE,A,6000,7.51,0,0.11,N,8,57000.0,9.5,28500.0,750.0
29,57000,OWN,5.0,MEDICAL,B,5000,11.86,0,0.09,N,10,57000.0,11.4,11400.0,500.0
33,44000,RENT,1.0,EDUCATION,D,7500,12.92,1,0.17,Y,6,44000.0,5.866666666666666,44000.0,1250.0
31,57000,MORTGAGE,10.0,EDUCATION,B,8000,9.88,0,0.14,N,9,57000.0,7.125,5700.0,888.8888888888889
30,50400,RENT,2.0,PERSONAL,B,7500,10.25,0,0.15,N,7,50400.0,6.72,25200.0,1071.4285714285713
28,57000,MORTGAGE,2.0,VENTURE,C,6000,12.73,0,0.11,N,10,57000.0,9.5,28500.0,600.0
33,50750,RENT,2.0,PERSONAL,C,7500,11.91,0,0.15,Y,6,50750.0,6.766666666666667,25375.0,1250.0
28,51000,RENT,13.0,VENTURE,D,7500,16.49,0,0.15,Y,7,51000.0,6.8,3923.076923076923,1071.4285714285713
28,51000,OWN,2.0,DEBTCONSOLIDATION,E,20400,17.74,1,0.4,Y,5,51000.0,2.5,25500.0,4080.0
30,45063,RENT,7.0,MEDICAL,D,7500,15.05,1,0.17,N,6,45063.0,6.0084,6437.571428571428,1250.0
28,57000,OWN,7.0,PERSONAL,B,3500,11.83,0,0.06,N,6,57000.0,16.285714285714285,8142.857142857143,583.3333333333334
31,54200,RENT,4.0,VENTURE,C,7500,12.61,0,0.14,N,10,54200.0,7.226666666666667,13550.0,750.0
28,57000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,13000,9.63,0,0.23,N,5,57000.0,4.384615384615385,4750.0,2600.0
33,51000,MORTGAGE,2.0,EDUCATION,A,1200,9.63,1,0.02,N,7,51000.0,42.5,25500.0,171.42857142857142
29,57000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,6000,9.32,0,0.11,N,5,57000.0,9.5,4384.615384615385,1200.0
30,57000,MORTGAGE,6.0,PERSONAL,A,4000,8.0,0,0.07,N,7,57000.0,14.25,9500.0,571.4285714285714
32,51000,MORTGAGE,5.0,MEDICAL,C,15000,,1,0.29,Y,8,51000.0,3.4,10200.0,1875.0
33,57000,MORTGAGE,7.0,EDUCATION,B,15000,10.39,0,0.26,N,7,57000.0,3.8,8142.857142857143,2142.8571428571427
28,55000,RENT,7.0,DEBTCONSOLIDATION,C,7500,12.84,0,0.14,Y,6,55000.0,7.333333333333333,7857.142857142857,1250.0
31,56400,RENT,1.0,VENTURE,B,7500,11.48,0,0.13,N,10,56400.0,7.52,56400.0,750.0
30,57000,RENT,4.0,VENTURE,C,7500,14.27,0,0.13,N,5,57000.0,7.6,14250.0,1500.0
31,57000,RENT,2.0,EDUCATION,B,7500,12.53,0,0.13,N,9,57000.0,7.6,28500.0,833.3333333333334
34,57000,RENT,9.0,DEBTCONSOLIDATION,B,7500,11.14,0,0.13,N,7,57000.0,7.6,6333.333333333333,1071.4285714285713
28,51043,MORTGAGE,12.0,PERSONAL,C,2100,12.29,1,0.04,N,8,51043.0,24.306190476190476,4253.583333333333,262.5
27,57996,RENT,11.0,EDUCATION,B,7500,12.21,0,0.13,N,10,57996.0,7.7328,5272.363636363636,750.0
31,57200,MORTGAGE,3.0,DEBTCONSOLIDATION,C,7500,13.11,0,0.13,Y,5,57200.0,7.626666666666667,19066.666666666668,1500.0
27,57240,OWN,4.0,VENTURE,B,15000,11.99,0,0.26,N,6,57240.0,3.816,14310.0,2500.0
31,57240,MORTGAGE,1.0,EDUCATION,A,10000,5.99,0,0.17,N,6,57240.0,5.724,57240.0,1666.6666666666667
28,57248,MORTGAGE,1.0,EDUCATION,A,9000,6.92,0,0.16,N,7,57248.0,6.360888888888889,57248.0,1285.7142857142858
29,57300,OWN,13.0,MEDICAL,B,12000,11.48,0,0.21,N,8,57300.0,4.775,4407.692307692308,1500.0
31,57335,MORTGAGE,6.0,EDUCATION,D,16500,14.84,0,0.29,N,10,57335.0,3.4748484848484846,9555.833333333334,1650.0
28,57360,MORTGAGE,3.0,EDUCATION,B,23000,,0,0.4,N,7,57360.0,2.493913043478261,19120.0,3285.714285714286
31,57400,MORTGAGE,6.0,PERSONAL,A,7600,5.99,0,0.13,N,10,57400.0,7.552631578947368,9566.666666666666,760.0
31,60000,RENT,3.0,DEBTCONSOLIDATION,A,7500,5.79,0,0.13,N,9,60000.0,8.0,20000.0,833.3333333333334
30,57408,MORTGAGE,0.0,DEBTCONSOLIDATION,B,18000,8.88,0,0.31,N,10,57408.0,3.1893333333333334,inf,1800.0
33,57500,MORTGAGE,0.0,MEDICAL,A,15000,6.03,0,0.26,N,7,57500.0,3.8333333333333335,inf,2142.8571428571427
31,61000,RENT,3.0,MEDICAL,C,7500,,0,0.12,Y,10,61000.0,8.133333333333333,20333.333333333332,750.0
27,62000,RENT,4.0,EDUCATION,C,7500,13.04,0,0.12,Y,6,62000.0,8.266666666666667,15500.0,1250.0
29,57500,MORTGAGE,7.0,PERSONAL,A,19600,7.88,0,0.34,N,8,57500.0,2.933673469387755,8214.285714285714,2450.0
29,65000,RENT,5.0,EDUCATION,B,7500,12.69,0,0.12,N,10,65000.0,8.666666666666666,13000.0,750.0
29,59000,RENT,3.0,HOMEIMPROVEMENT,B,7500,9.99,1,0.13,N,8,59000.0,7.866666666666666,19666.666666666668,937.5
31,65000,RENT,8.0,MEDICAL,B,7500,10.95,0,0.12,N,10,65000.0,8.666666666666666,8125.0,750.0
30,57600,MORTGAGE,0.0,HOMEIMPROVEMENT,C,6000,14.65,0,0.1,N,8,57600.0,9.6,inf,750.0
27,51600,MORTGAGE,2.0,VENTURE,D,13650,16.29,1,0.26,N,9,51600.0,3.78021978021978,25800.0,1516.6666666666667
28,57600,MORTGAGE,12.0,PERSONAL,B,10625,12.42,0,0.18,N,6,57600.0,5.421176470588235,4800.0,1770.8333333333333
30,57600,MORTGAGE,13.0,PERSONAL,A,6000,,0,0.1,N,10,57600.0,9.6,4430.7692307692305,600.0
27,57600,OWN,4.0,VENTURE,C,3000,12.99,0,0.05,Y,10,57600.0,19.2,14400.0,300.0
33,57600,MORTGAGE,3.0,HOMEIMPROVEMENT,A,17000,7.66,0,0.3,N,8,57600.0,3.388235294117647,19200.0,2125.0
27,70000,RENT,4.0,MEDICAL,A,7500,7.88,0,0.11,N,5,70000.0,9.333333333333334,17500.0,1500.0
27,57600,MORTGAGE,3.0,MEDICAL,B,3000,11.11,0,0.05,N,6,57600.0,19.2,19200.0,500.0
34,51600,MORTGAGE,2.0,VENTURE,E,12000,17.88,1,0.23,N,8,51600.0,4.3,25800.0,1500.0
28,66000,RENT,0.0,VENTURE,C,7500,11.28,1,0.11,Y,7,66000.0,8.8,inf,1071.4285714285713
27,57600,MORTGAGE,11.0,PERSONAL,A,8500,7.14,0,0.15,N,5,57600.0,6.776470588235294,5236.363636363636,1700.0
28,57600,MORTGAGE,9.0,EDUCATION,D,12000,15.58,0,0.21,Y,7,57600.0,4.8,6400.0,1714.2857142857142
28,75000,RENT,3.0,EDUCATION,B,7500,,0,0.1,N,6,75000.0,10.0,25000.0,1250.0
31,57600,MORTGAGE,5.0,EDUCATION,B,15000,10.25,0,0.26,N,10,57600.0,3.84,11520.0,1500.0
33,80000,RENT,4.0,EDUCATION,A,7500,5.42,0,0.09,N,10,80000.0,10.666666666666666,20000.0,750.0
27,80000,RENT,3.0,DEBTCONSOLIDATION,B,7500,12.18,0,0.09,N,5,80000.0,10.666666666666666,26666.666666666668,1500.0
27,81000,RENT,5.0,HOMEIMPROVEMENT,B,7500,10.25,0,0.09,N,7,81000.0,10.8,16200.0,1071.4285714285713
31,85000,RENT,3.0,VENTURE,B,7500,10.08,0,0.09,N,5,85000.0,11.333333333333334,28333.333333333332,1500.0
31,57758,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,6.62,0,0.21,N,9,57758.0,4.813166666666667,14439.5,1333.3333333333333
27,57770,MORTGAGE,3.0,PERSONAL,B,9975,11.49,0,0.17,N,5,57770.0,5.791478696741855,19256.666666666668,1995.0
27,87360,RENT,1.0,DEBTCONSOLIDATION,C,7500,12.54,0,0.09,Y,8,87360.0,11.648,87360.0,937.5
33,57800,MORTGAGE,12.0,MEDICAL,A,7000,6.99,0,0.12,N,6,57800.0,8.257142857142858,4816.666666666667,1166.6666666666667
27,57886,MORTGAGE,7.0,VENTURE,A,4000,7.9,0,0.07,N,9,57886.0,14.4715,8269.42857142857,444.44444444444446
34,57912,MORTGAGE,7.0,VENTURE,A,5600,5.42,0,0.1,N,8,57912.0,10.34142857142857,8273.142857142857,700.0
27,90000,RENT,0.0,DEBTCONSOLIDATION,B,7500,,0,0.08,N,6,90000.0,12.0,inf,1250.0
27,96000,RENT,7.0,HOMEIMPROVEMENT,B,7500,9.83,0,0.08,N,10,96000.0,12.8,13714.285714285714,750.0
31,99504,RENT,5.0,DEBTCONSOLIDATION,C,7500,13.57,0,0.08,N,10,99504.0,13.2672,19900.8,750.0
31,101000,RENT,2.0,EDUCATION,C,7500,13.22,0,0.07,Y,5,101000.0,13.466666666666667,50500.0,1500.0
29,105000,RENT,1.0,MEDICAL,C,7500,11.03,0,0.07,Y,9,105000.0,14.0,105000.0,833.3333333333334
29,103000,RENT,0.0,PERSONAL,D,7500,16.77,1,0.07,Y,7,103000.0,13.733333333333333,inf,1071.4285714285713
29,115000,RENT,5.0,HOMEIMPROVEMENT,A,7500,5.99,0,0.07,N,8,115000.0,15.333333333333334,23000.0,937.5
33,115000,RENT,9.0,HOMEIMPROVEMENT,C,7500,11.03,0,0.07,Y,8,115000.0,15.333333333333334,12777.777777777777,937.5
27,57996,MORTGAGE,1.0,MEDICAL,A,4800,8.59,0,0.08,N,9,57996.0,12.0825,57996.0,533.3333333333334
34,120000,RENT,9.0,HOMEIMPROVEMENT,D,7500,16.29,0,0.06,N,5,120000.0,16.0,13333.333333333334,1500.0
27,125000,RENT,8.0,EDUCATION,D,7500,,0,0.06,N,5,125000.0,16.666666666666668,15625.0,1500.0
29,57996,MORTGAGE,6.0,EDUCATION,C,20475,12.72,0,0.35,N,10,57996.0,2.8325274725274725,9666.0,2047.5
32,155000,RENT,3.0,PERSONAL,C,7500,11.59,0,0.05,Y,5,155000.0,20.666666666666668,51666.666666666664,1500.0
31,160000,RENT,1.0,HOMEIMPROVEMENT,C,7500,11.28,0,0.05,N,7,160000.0,21.333333333333332,160000.0,1071.4285714285713
29,58000,MORTGAGE,9.0,EDUCATION,B,15900,,0,0.27,N,6,58000.0,3.647798742138365,6444.444444444444,2650.0
35,160000,RENT,3.0,MEDICAL,A,7500,8.0,0,0.05,N,8,160000.0,21.333333333333332,53333.333333333336,937.5
31,58000,MORTGAGE,15.0,VENTURE,A,8875,,0,0.15,N,6,58000.0,6.535211267605634,3866.6666666666665,1479.1666666666667
29,165000,RENT,2.0,EDUCATION,B,7500,10.62,0,0.05,N,7,165000.0,22.0,82500.0,1071.4285714285713
33,58000,MORTGAGE,2.0,VENTURE,B,15000,9.91,0,0.26,N,9,58000.0,3.8666666666666667,29000.0,1666.6666666666667
31,58000,OWN,6.0,PERSONAL,B,6200,10.65,0,0.11,N,6,58000.0,9.35483870967742,9666.666666666666,1033.3333333333333
27,85000,RENT,1.0,DEBTCONSOLIDATION,A,7525,,0,0.09,N,8,85000.0,11.295681063122924,85000.0,940.625
35,40000,RENT,2.0,MEDICAL,C,7550,13.92,0,0.19,N,9,40000.0,5.298013245033113,20000.0,838.8888888888889
27,52000,MORTGAGE,11.0,HOMEIMPROVEMENT,C,3000,15.96,1,0.06,Y,6,52000.0,17.333333333333332,4727.272727272727,500.0
35,58000,MORTGAGE,8.0,MEDICAL,C,6000,12.99,0,0.1,Y,8,58000.0,9.666666666666666,7250.0,750.0
28,18000,RENT,9.0,HOMEIMPROVEMENT,A,7600,8.49,1,0.42,N,9,18000.0,2.3684210526315788,2000.0,844.4444444444445
27,28000,RENT,1.0,DEBTCONSOLIDATION,B,7600,10.99,0,0.27,N,7,28000.0,3.6842105263157894,28000.0,1085.7142857142858
30,58000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,5350,9.99,0,0.09,N,9,58000.0,10.841121495327103,4142.857142857143,594.4444444444445
34,58000,MORTGAGE,18.0,HOMEIMPROVEMENT,A,4000,5.42,0,0.07,N,8,58000.0,14.5,3222.222222222222,500.0
